page_one_based,chapter,chapter_page_one_based,chapter_title,path,bytes,sha256,width,height,nonwhite_pixels_below_250,nonwhite_fraction,content_bbox,touches_image_edge
224,63,42,에탈 코호몰로지 심화,evidence/visual-qa-r3/pages-120dpi/page-224.png,329393,E3C9F9D0190289EC82FA6C1B3F05928AEEAFB6E1E6AA9BC9253404B5CAC6E922,1020,1320,95793,0.07114750,"138,161,882,1167",false
225,63,43,에탈 코호몰로지 심화,evidence/visual-qa-r3/pages-120dpi/page-225.png,401895,D5AF748A44743A9E0FECFA8902CC6C970378856868F56C1DED9C7F780AE133EE,1020,1320,115113,0.08549688,"138,161,882,1168",false
226,63,44,에탈 코호몰로지 심화,evidence/visual-qa-r3/pages-120dpi/page-226.png,361225,6E6C8EC56520B611E8FF3F0DE29B090944B6FC708A0DA3718BF682E17EED8ADA,1020,1320,103379,0.07678179,"138,161,882,1166",false
227,63,45,에탈 코호몰로지 심화,evidence/visual-qa-r3/pages-120dpi/page-227.png,230958,51F24F4082D04F2651A073583A9864EDEA573B9C670B081C828B78F1ABF9CCFF,1020,1320,64385,0.04782011,"138,161,882,1034",false
228,64,1,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-228.png,129057,83AC4B60980B65043CB58171E0822DD24486199866BD33E2C272DA2147E839F7,1020,1320,30100,0.02235591,"158,250,882,1183",false
229,64,2,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-229.png,271757,427E757807533787E879D8AD07C13F9322DA51046617A6768EA4B47DA452FDC9,1020,1320,75447,0.05603610,"138,161,882,1166",false
230,64,3,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-230.png,246956,98448F28A7E60CD23E4D97300BA62D6770AE22184E6B9F5D6EDA0F0F997A21FE,1020,1320,68485,0.05086527,"138,161,882,1169",false
231,64,4,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-231.png,256067,F296F3CDACBF137B8534C3D217395C390EF4D709CAE566563E65091735D31BF9,1020,1320,70172,0.05211824,"138,161,883,1167",false
232,64,5,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-232.png,317082,195B8C257168D28A2B9478AFBC95076F1E0791A9316B766003DA55FE365EE9DD,1020,1320,89840,0.06672608,"138,161,882,1168",false
233,64,6,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-233.png,370703,81D96AB8E2B2822FC33AC8DB0010FF82E5C422C3006A71444E202A31EE7D8E27,1020,1320,105624,0.07844920,"138,161,882,1169",false
234,64,7,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-234.png,239313,006BFDFED980655662227BAA489C2A8D836B5793F16CCB1B932BED0A9B8B4D2D,1020,1320,67025,0.04978090,"138,161,882,1168",false
235,64,8,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-235.png,159199,14C78D8C66A1821BB657DFF757DDD5E2F5EB5A10E03A494350E3E22B8C6BC029,1020,1320,42346,0.03145128,"138,161,882,1166",false
236,64,9,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-236.png,250399,F92D843BB467F77B7EFAA7F1B3BBACD59D77C1AFD3D289E5801FAEA01E9A7E08,1020,1320,69554,0.05165924,"138,161,882,1169",false
237,64,10,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-237.png,206097,E0C1AC5C9A44DCF9B7B204B2B800B62014F0ECF720E84FAB68A1B63C72584F58,1020,1320,56590,0.04203060,"138,161,882,1166",false
238,64,11,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-238.png,307856,5903D7BA2DE1B19538710EBF50B6A54D3908E94D44F12810FA74449E5270A917,1020,1320,84593,0.06282903,"138,161,882,1166",false
239,64,12,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-239.png,292022,072F2F104C3F2EAF474E37FD4303CB4723FCF5A55228996B2A11E3ED02427B72,1020,1320,80008,0.05942365,"138,161,882,1166",false
240,64,13,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-240.png,159237,1431E1FDADB83BFF596791D0D1EAAD3B9D0FDE8CAC8DCE064E09B30E53B3883F,1020,1320,43927,0.03262552,"138,161,882,1169",false
241,64,14,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-241.png,172775,F6BE5470D8F23B02D086E49C872C263AB18DF58FA8C68D4673F402179F309AC2,1020,1320,45247,0.03360591,"138,161,881,1168",false
242,64,15,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-242.png,241463,64159D8CA7EE6AD09E8F7A8971DCBEAFF658FA8023E3A8C0459B73EC09A09B66,1020,1320,67992,0.05049911,"138,161,882,1166",false
243,64,16,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-243.png,216586,0A8DC0450C6A104B0BE58615B6F72193E336B424469563E0B57867648395B197,1020,1320,58325,0.04331922,"138,161,882,1170",false
244,64,17,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-244.png,192354,E562198CCBB7FC7AB41F718D60C3736DA494E79E8F6BBC688EEBBAC01DD1B8DA,1020,1320,52654,0.03910725,"138,161,882,1166",false
245,64,18,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-245.png,240220,1941335B5269CBCB6A3611C3EE27E402815BC23191A7A2C51BBEB8664C5B2343,1020,1320,66507,0.04939617,"138,161,882,1165",false
246,64,19,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-246.png,255529,3E5A22EA3EA4473B7619D0137F435CB76A2DF9C8B17895DDF0B17EB264E6F139,1020,1320,68905,0.05117721,"138,161,882,1169",false
247,64,20,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-247.png,266095,6F7D8DFBD704A7179D859FF7A911273FE69C8227A8E6900276FBD2979BCC92AB,1020,1320,72016,0.05348782,"138,161,882,1166",false
248,64,21,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-248.png,266735,41B9197FA50C07FD69DB7AA43A48EB951AEE87B9504833D685DB3CA5E0A3457E,1020,1320,75413,0.05601084,"138,161,882,1166",false
249,64,22,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-249.png,236851,5610A4757FE0E7575333322C3FAE7014B8C8C622A34C50C4760D40D7DCED2AD0,1020,1320,65216,0.04843731,"138,161,882,1167",false
250,64,23,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-250.png,312892,8F7DC4D65535C9A0CDDCD172FF05A16DEFBC535E06C33BA3B41A8AC5BAE4A506,1020,1320,86830,0.06449049,"138,161,882,1168",false
251,64,24,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-251.png,226885,14619D1E10120CF8361A23BD2C23A7565EFC721940248B8C07F4F381E4EA862C,1020,1320,61452,0.04564171,"138,161,883,1166",false
252,64,25,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-252.png,227255,DB9669C7A94A66FA4E71D290C9F54F950EEE2039CD9870CF3F79E0B5EC8143DA,1020,1320,62128,0.04614379,"138,161,882,1166",false
253,64,26,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-253.png,242590,8E1D96E40248BFAA6CBD2ADECD5F0E837C822354F7D41457514E8E2B80A4DB90,1020,1320,66669,0.04951649,"138,161,882,1170",false
254,64,27,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-254.png,183576,DA9E61D086ECBAC7CBE65093D7C30BBB7C78110D7AC72DAC7405558764E9633F,1020,1320,50163,0.03725713,"139,161,882,1166",false
255,64,28,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-255.png,222509,7152C4774E48C2CD01E92EE112999375D05984AB37EAC4BD159C95DDF593C99B,1020,1320,59480,0.04417706,"138,161,881,1166",false
256,64,29,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-256.png,210467,E12466D20045B2BB3C15EDD0AF8599265BC7F90E2932C151BCA5C7D947A2CB21,1020,1320,55702,0.04137106,"138,161,882,1166",false
257,64,30,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-257.png,225973,77780C3FBF1B032CE07BF6051A7A760B2FB6B9BBF87790D092B44DA67FDD5146,1020,1320,59539,0.04422089,"138,161,882,1167",false
258,64,31,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-258.png,239366,573140487A05CF2F10C44743D27DB151EDD6AD3CDC3F408024C23727BE351CC4,1020,1320,64300,0.04775698,"138,161,882,1168",false
259,64,32,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-259.png,170554,15281937F3964B40980C9496DEFE9523872CB81761FE952F6BDE823F5CE7F35B,1020,1320,42364,0.03146465,"138,161,881,1169",false
260,64,33,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-260.png,252750,4FBCB5ABEFFAAAB0FC267CA79E1858AC13BAD34ACB107456CAAC2AAD6ED86001,1020,1320,68601,0.05095143,"138,161,882,1168",false
261,64,34,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-261.png,203182,30FBFCFB00B61A9EEBE0B90454259CD8BACB78742F175D5F0B7295369FD8E004,1020,1320,55229,0.04101976,"138,161,882,1165",false
262,64,35,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-262.png,247108,CB05D6DE3955B5ABEBAAFB9EE5F8295400DF5F3CB6CD563881923EC91873D5B9,1020,1320,67871,0.05040924,"138,161,882,1166",false
263,64,36,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-263.png,250380,D5C0CEF53634F915408550B285B6DFE2C5F4BA5ACAB5623E02BE9BA756061CFB,1020,1320,67452,0.05009804,"138,161,882,1167",false
264,64,37,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-264.png,262065,83EFD949FEE69380824EA44BD058AF464911A388CFFEC34AA282D517A7BAF598,1020,1320,71312,0.05296494,"138,161,882,1169",false
265,64,38,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-265.png,205008,E78781ECCBAB9418CD8D592C0F88A8A7E205348663B9ACEE231F0B2F5C1F1195,1020,1320,54128,0.04020202,"137,161,882,1168",false
266,64,39,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-266.png,234591,FD19BD545BF26DE8AF1E0CCED4C54A19430B4795E38EE94C80946D7F02D70C41,1020,1320,64127,0.04762849,"138,161,882,1168",false
267,64,40,트레이스 공식,evidence/visual-qa-r3/pages-120dpi/page-267.png,199310,234984FBF3C59B888EC211083B1287597484757C6ABF5DF87C4612B42AB5E61E,1020,1320,61186,0.04544415,"138,161,883,1144",false
268,65,1,대수공간,evidence/visual-qa-r3/pages-120dpi/page-268.png,265997,1AFB37127284DBBFCE481A9273A04E01F6BF8FEEF817F3A0FD26C667B6E80C57,1020,1320,74263,0.05515671,"138,250,882,1183",false
269,65,2,대수공간,evidence/visual-qa-r3/pages-120dpi/page-269.png,275273,521E2502A16EA68BADABC1545DDDBEFB8804D7643C889DC1A55209468DBD01A8,1020,1320,75344,0.05595960,"138,161,882,1166",false
270,65,3,대수공간,evidence/visual-qa-r3/pages-120dpi/page-270.png,331832,08CC91316AA0BFB36CE83F81E3F4AEE03E15C33E6F57696495F0B30E199DAFDE,1020,1320,91671,0.06808601,"138,161,882,1168",false
271,65,4,대수공간,evidence/visual-qa-r3/pages-120dpi/page-271.png,310114,3D1EA211A97A24E3D8D368805ABD24787A35684BA4D945B9A301B442B5E146A1,1020,1320,85116,0.06321747,"137,161,880,1168",false
272,65,5,대수공간,evidence/visual-qa-r3/pages-120dpi/page-272.png,334580,BE8025402F98BD838085E63B0281CFC64578747401C5A4845352A74C802DE58B,1020,1320,93376,0.06935235,"138,161,882,1166",false
273,65,6,대수공간,evidence/visual-qa-r3/pages-120dpi/page-273.png,282615,8CF577D7F25ACC4CF818472F7253657119F4DBE31884F77BC1CE2C0D4839A2BF,1020,1320,77258,0.05738116,"138,161,882,1166",false
274,65,7,대수공간,evidence/visual-qa-r3/pages-120dpi/page-274.png,300206,0A847D117B585BB312FAE76ACE728F70BCD00CBCE0EEB8528867A1482DA97E5E,1020,1320,83294,0.06186423,"138,161,882,1166",false
275,65,8,대수공간,evidence/visual-qa-r3/pages-120dpi/page-275.png,354936,0769057CE3B2FD2E4A6EA2C92D994FB44D51586A9919AD900FD30E053802B3DC,1020,1320,100084,0.07433452,"138,161,882,1166",false
276,65,9,대수공간,evidence/visual-qa-r3/pages-120dpi/page-276.png,378133,918C61F82B0696CB34B8E358750EFBC39795E7D730B1F1F096EE42BD0F281DBD,1020,1320,109581,0.08138815,"138,161,882,1169",false
277,65,10,대수공간,evidence/visual-qa-r3/pages-120dpi/page-277.png,315316,B7997546BD47E0341264B93F34F1405CDEDC915C159A3A22840556E3E1BD890D,1020,1320,88764,0.06592692,"138,161,882,1168",false
278,65,11,대수공간,evidence/visual-qa-r3/pages-120dpi/page-278.png,382760,3C1D5858C87522F1FE3D32F830874DC58D2C8F3F601D98F5803659830083F14A,1020,1320,109743,0.08150847,"138,161,882,1166",false
279,65,12,대수공간,evidence/visual-qa-r3/pages-120dpi/page-279.png,220879,927C9172BB7BAC2F57B3AEB3F70BC949450E69FA8ADDAACF2F9A0AE41AE99E76,1020,1320,63130,0.04688800,"138,161,882,1168",false
280,65,13,대수공간,evidence/visual-qa-r3/pages-120dpi/page-280.png,344272,450CC75A20B46B8C4DDDFC1063FEE302E6AF15EFF0227C7276008E1060B54320,1020,1320,99451,0.07386438,"138,161,882,1167",false
281,65,14,대수공간,evidence/visual-qa-r3/pages-120dpi/page-281.png,285780,AA983D60A2A780DC31F599CB2C4F78441F2CF4751E8D45B8AC7BFEB87A8B07B1,1020,1320,83451,0.06198084,"138,161,882,1166",false
282,65,15,대수공간,evidence/visual-qa-r3/pages-120dpi/page-282.png,335177,B4AA18B4214094CF876150627554A4BB798AC1B8B922F88102C93497EA5CA118,1020,1320,95637,0.07103164,"138,161,882,1166",false
283,65,16,대수공간,evidence/visual-qa-r3/pages-120dpi/page-283.png,300712,DD583CB5F3CF1DFB94BE60AF1AD10367A880B9930C83F38654B0267D8B962E45,1020,1320,83917,0.06232695,"138,161,882,1165",false
284,65,17,대수공간,evidence/visual-qa-r3/pages-120dpi/page-284.png,378187,9D255543E1F4B776BD97686AA7E1B9A344437211F3F9AAF3BE7AF9DB9837F05E,1020,1320,106540,0.07912953,"138,161,882,1166",false
285,65,18,대수공간,evidence/visual-qa-r3/pages-120dpi/page-285.png,296808,145003C5649AC94A5E44DB62BFB51D9E63D23BBD0DEE9D2EA97E4E5237ADAAC2,1020,1320,83231,0.06181744,"138,161,882,1165",false
286,65,19,대수공간,evidence/visual-qa-r3/pages-120dpi/page-286.png,313789,4ADBECD8AE0DABDB9344BD0A73EFE0E46BFBF0B4064EC19987FE9697D9BAC313,1020,1320,86579,0.06430407,"138,161,882,1166",false
287,65,20,대수공간,evidence/visual-qa-r3/pages-120dpi/page-287.png,325930,863C964A005547DB5D30109CB803F660E946341F4B07BA59441A3FF05491F68A,1020,1320,91063,0.06763443,"138,161,882,1165",false
288,65,21,대수공간,evidence/visual-qa-r3/pages-120dpi/page-288.png,352296,3CA612AD59ACC3F404A23BAC63AFAA13B72E8D84EBDD02433C7BD3E752E7965B,1020,1320,101657,0.07550282,"138,161,882,1168",false
289,65,22,대수공간,evidence/visual-qa-r3/pages-120dpi/page-289.png,410099,887CA6DA5E360E4EA52D85DACD99D0692E80BAEC538B9A795865011E766D5964,1020,1320,118412,0.08794712,"138,161,882,1166",false
290,65,23,대수공간,evidence/visual-qa-r3/pages-120dpi/page-290.png,384565,8F18B2202BA120B73C59261184451013B3ACA36043314F15B888197189DE2416,1020,1320,111370,0.08271687,"137,161,882,1165",false
291,65,24,대수공간,evidence/visual-qa-r3/pages-120dpi/page-291.png,368839,BB7406BC1136EB48645FD01CD5C3FB79F1BC1748637A82552D9C2B6F39A5E0AE,1020,1320,104561,0.07765969,"137,161,882,1168",false
292,65,25,대수공간,evidence/visual-qa-r3/pages-120dpi/page-292.png,358192,F40F31E3997064B129D11C15F1889F107FBA11D84C2B0D9D411FA96E92C56870,1020,1320,103450,0.07683452,"137,161,883,1167",false
293,65,26,대수공간,evidence/visual-qa-r3/pages-120dpi/page-293.png,120023,283EBACCA8E17E12FDCA7911F0AD089D6F2256D5A7F3C1D510F38C4D3EB7D3C5,1020,1320,36791,0.02732546,"138,161,882,479",false
294,66,1,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-294.png,118460,F181E68E790810D3AC99543875DBCE3E93CAEBAAEA44E222AEEAF46965FE3294,1020,1320,27136,0.02015449,"158,250,882,1183",false
295,66,2,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-295.png,349365,1F91A0FC848F15F79F5EF39E420843A480C5B0339E4D306325D2B0334BE612AD,1020,1320,99539,0.07392974,"138,161,882,1165",false
296,66,3,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-296.png,307151,5863E7335CAD3E5C39BC03AF5BBA27952D70A6F896C42E69C05C33B53D2EB06C,1020,1320,87357,0.06488191,"137,161,882,1166",false
297,66,4,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-297.png,286776,D4022CD8B3CA5FC4F3EB24DB614D846CE881A044E7097DFDFA3B191A5F1AFCA2,1020,1320,80740,0.05996732,"138,161,882,1166",false
298,66,5,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-298.png,250010,0BE2B11D674899C74A4A97F4692B56CA817B2C27B2C3ADF053C11738495F0907,1020,1320,71427,0.05305036,"138,161,882,1168",false
299,66,6,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-299.png,384826,48CC00C64C91C1B3A865683F02EA0D8CEAC9F899115D2C18A26B08FEA44DFDF2,1020,1320,111162,0.08256239,"138,161,882,1167",false
300,66,7,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-300.png,340216,F786D6314041F44150E0C5E55460115A7198EB2FB6E2586CF50BF476483822FB,1020,1320,97155,0.07215909,"138,161,882,1166",false
301,66,8,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-301.png,338547,D9F60DFCF4C0DC5DA6F03C60AC988424C3DFC46538547588A9CB89DCAC5836E8,1020,1320,97835,0.07266414,"138,161,883,1167",false
302,66,9,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-302.png,357150,4C2D2A54B846DB0AE136B0C3307492982CFEB8ECEA408C2811BFEC4AB78A2FE2,1020,1320,101439,0.07534091,"138,161,882,1167",false
303,66,10,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-303.png,355216,3CE493C72F5EBC4FEDA391AA201C4367BEE29C0BA654C6FC3F6D918BDEEA7BF7,1020,1320,100226,0.07443999,"138,161,882,1168",false
304,66,11,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-304.png,361176,5F5D70798D6F7D2D1D1248101D07C2B7AB6F2E1D140396BEC6C4CAAA3424184F,1020,1320,104978,0.07796940,"138,161,882,1166",false
305,66,12,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-305.png,325632,A206DF9A4AE7BEDFEEA85F1B7CB2032A7F48D6AB494F75A9B6DDF6DFA52B24D6,1020,1320,91431,0.06790775,"138,161,882,1168",false
306,66,13,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-306.png,402804,64F373E867B28B1820EBC8F0AF966514E5A14936C3C3EA4D29E9A53D83500BBB,1020,1320,118229,0.08781120,"138,161,883,1168",false
307,66,14,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-307.png,310867,AFF57C807A5FFED7D4F65AFFB0CADC01E71F8AD541CEC7CB778F6BE31F2E7638,1020,1320,88001,0.06536022,"138,161,882,1168",false
308,66,15,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-308.png,439907,DFC0DBC9D1CF0D43809DCCDA71523B15DB807E270AE3FC6BF25456394016153A,1020,1320,127992,0.09506239,"138,161,882,1167",false
309,66,16,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-309.png,378273,738BDF25E23C28F668BA7D4045AB14FD1A8D9F27834D973F061BA9B59D5E732B,1020,1320,106862,0.07936869,"138,161,882,1168",false
310,66,17,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-310.png,389779,F0F0A0159758D89A04A98CE80B784E8A76933040FA06ED91C15889D260D680C9,1020,1320,114185,0.08480764,"138,161,882,1167",false
311,66,18,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-311.png,310815,C429139EACB136ADD1DD98E0DC51F8EEA5D6E90D4C8E3607DB7E19B3865D944F,1020,1320,90324,0.06708556,"138,161,882,1166",false
312,66,19,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-312.png,256989,AA17C2B0B6F0B827CECE677B08608DBA00B543B3A505969E0465AFBB25D315E3,1020,1320,72142,0.05358140,"138,161,882,1166",false
313,66,20,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-313.png,343408,17969A10AA153837CBFB5C6AA271066F9EEF39242A8B62EB661EE12E0613FE07,1020,1320,97775,0.07261958,"138,161,882,1166",false
314,66,21,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-314.png,305159,C2C077A93C0BE3C2C18A020CBF2834CF4762B2815E1199C3AB80120C63C99C99,1020,1320,86394,0.06416667,"138,161,882,1168",false
315,66,22,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-315.png,380683,FD40607DB36A1F61AE584D9107163F8FCA42F44708D1A9D2AE2FCC65CEFDBBA1,1020,1320,108346,0.08047089,"138,161,882,1166",false
316,66,23,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-316.png,331114,DB904716E1F35351B59297EE322A796103976922C2725DF214E1ABCE11831958,1020,1320,90600,0.06729055,"138,161,882,1166",false
317,66,24,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-317.png,204229,D2CE55018850C1C548587585FE2CFD195F691A7543203C4FF3ABF7950354DE2D,1020,1320,54223,0.04027258,"138,161,882,1169",false
318,66,25,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-318.png,296385,3C06C342BFF1180DE6E9B14CAA5A29DB1E2A92D59B8077A15AA15BF36B8D985B,1020,1320,82149,0.06101381,"138,161,882,1167",false
319,66,26,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-319.png,273210,471A12DDC526A6AD077D11D4F824A3EEA250655232CB91B7F84D3FA2FD61EE8D,1020,1320,74628,0.05542781,"138,161,882,1168",false
320,66,27,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-320.png,282116,F2B821A745C95E4B017DFFBE07ECAA7CFE7B956B6E7D7192DE6372955D8C57B0,1020,1320,78926,0.05862002,"138,161,882,1168",false
321,66,28,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-321.png,324644,EB8A3BC4E5C951F655FDD772432081EBDD28B8FB79065F85CCDD291672D368F8,1020,1320,93412,0.06937908,"138,161,882,1168",false
322,66,29,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-322.png,328025,30EB4FB68F746E42722D26E29ECD09621E489E64CB908705021F927A78F35DF3,1020,1320,92393,0.06862225,"138,161,882,1168",false
323,66,30,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-323.png,345144,639D204FCA38827F0BA7B2E6EFB2769DEC11BF4F4C79FB8729C946F1A4E21D0B,1020,1320,96458,0.07164141,"138,161,882,1163",false
324,66,31,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-324.png,380949,6FBA10B0E1AF495B8933DE840B1209E804EFF61DB46C86CC5A2F9996A67A8117,1020,1320,108943,0.08091429,"137,161,882,1166",false
325,66,32,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-325.png,336581,C7096D157709D0F6B3A05E290754BC3A5A3D1EC6E09CFCA80093AB67DD1C2FCB,1020,1320,95436,0.07088235,"138,161,882,1168",false
326,66,33,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-326.png,333992,ABF95BDB0628B45FEC883232CEE6411D10DF494B1C861FED04E78E00F377B636,1020,1320,92053,0.06836973,"138,161,882,1168",false
327,66,34,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-327.png,347641,4556134535F66504FAE7ED7D3884D53B439683ED988F5B166744FB44FB3885F0,1020,1320,97543,0.07244727,"138,161,882,1168",false
328,66,35,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-328.png,372861,BFC1312FF9C91843443035DB4B28D13985FAA865F61C77FABCC236F67405D006,1020,1320,106057,0.07877080,"138,161,882,1167",false
329,66,36,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-329.png,323033,6090430465B850F6C4D6092B9CC45E33237B0481EDFAF9AFBDEB7658060F2169,1020,1320,92117,0.06841726,"138,161,882,1168",false
330,66,37,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-330.png,340524,BD66D568C0D94CA93D7BC68C7C7DAC40C14DCED86B78E17FD545C497EE249530,1020,1320,97039,0.07207294,"138,161,882,1166",false
331,66,38,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-331.png,242362,5D3AD8D219CDF79CF2475B5DB161D1D846145B2F6BB37C332D4F8329298A0F40,1020,1320,65409,0.04858066,"138,161,882,1167",false
332,66,39,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-332.png,305816,99885DE689C37164EA1F1F0BAB6127C17AA3F38882812E36B5E8B0024E0E4028,1020,1320,84677,0.06289141,"138,161,882,1168",false
333,66,40,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-333.png,352621,5BB27BB86289569F2D20F2C869D30B6120C260F3DDA919DA8AA3FD69D75084B5,1020,1320,98572,0.07321153,"138,161,883,1167",false
334,66,41,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-334.png,260459,5F24600C5BA921ED0B70F7C31B3A91FA8776EDB8D22DBB3BE70FD21BDE828695,1020,1320,72369,0.05375000,"138,161,882,1165",false
335,66,42,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-335.png,209202,3CED682FAEEEB1D7E8DFCDC94FE2D896A80154E364BCE887E12CC51798E5D561,1020,1320,56418,0.04190285,"138,161,882,1166",false
336,66,43,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-336.png,276681,4C264A5900AEF5F2CC7F33B90229B59B248F28F25BBCD9DE4CFE07D159D9DB51,1020,1320,75793,0.05629308,"138,161,882,1165",false
337,66,44,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-337.png,316636,16FCF8B42EC23AD02217B4E157ED6689AF504E742E30BB310B48E56E7C7328EA,1020,1320,88903,0.06603015,"138,161,882,1168",false
338,66,45,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-338.png,303519,A887C5E930971BF1FBDF6578D4BCBAF9959FF4B42F5468E130ECB4268AC1F7B2,1020,1320,83788,0.06223113,"138,161,882,1166",false
339,66,46,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-339.png,308229,F72D1FB720D38868C92AFA797F15DC161DE0A587A54445C32434ED9DDED0C81C,1020,1320,84357,0.06265374,"138,161,882,1168",false
340,66,47,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-340.png,278867,9B48C4ADF352AB79002212C2BDBEE88411E1882E234D0849F7AF6595A54E1613,1020,1320,77538,0.05758913,"138,161,883,1167",false
341,66,48,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-341.png,277102,55479374C908FAF225D15FCB00AB065829E039954E13EABB3D043BBBE8F2222C,1020,1320,75117,0.05579100,"138,161,882,1168",false
342,66,49,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-342.png,385605,B0883BA35D9620B96E26BC27945C15518EB004909B1B889CA2F006640F3A1310,1020,1320,109301,0.08118018,"138,161,882,1166",false
343,66,50,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-343.png,327229,2AF6B868D829844B38AC3B1308A629EAE11BDEB673508B2A924888392171997D,1020,1320,93019,0.06908720,"138,161,882,1165",false
